symbol,direction,open_time,close_time,entry,sl,tp,exit,qty,result,pnl_usdt,pnl_r
ETH/USDT,long,2026-04-13 17:32:00+00:00,2026-04-13 17:51:00+00:00,2237.01,2225.634784,2259.760432,2225.634784,0.470961,loss,-5.3573,-1.0
ETH/USDT,long,2026-04-13 19:28:00+00:00,2026-04-13 19:48:00+00:00,2241.09,2233.643182,2255.983636,2255.983636,0.715808,win,10.661,2.0
ETH/USDT,long,2026-04-13 19:37:00+00:00,2026-04-13 19:52:00+00:00,2246.44,2239.382034,2260.555932,2260.555932,0.755245,win,10.661,2.0
ETH/USDT,long,2026-04-13 19:47:00+00:00,2026-04-13 22:10:00+00:00,2254.36,2246.40063,2270.27874,2270.27874,0.669713,win,10.661,2.0
ETH/USDT,long,2026-04-13 19:50:00+00:00,2026-04-13 20:11:00+00:00,2259.5,2253.909128,2270.681744,2253.909128,0.962963,loss,-5.3838,-1.0
ETH/USDT,long,2026-04-13 19:58:00+00:00,2026-04-13 20:05:00+00:00,2264.43,2259.088092,2275.113816,2259.088092,1.017821,loss,-5.4371,-1.0
ETH/USDT,long,2026-04-13 22:11:00+00:00,2026-04-13 22:14:00+00:00,2268.39,2261.74756,2281.67488,2281.67488,0.81842,win,10.8726,2.0
ETH/USDT,long,2026-04-13 22:21:00+00:00,2026-04-14 09:09:00+00:00,2317.87,2281.5436,2390.5228,2390.5228,0.151148,win,10.9813,2.0
ETH/USDT,long,2026-04-13 22:32:00+00:00,2026-04-13 22:49:00+00:00,2328.53,2320.605786,2344.378428,2344.378428,0.692898,win,10.9813,2.0
ETH/USDT,long,2026-04-13 22:42:00+00:00,2026-04-13 23:20:00+00:00,2338.92,2328.054296,2360.651408,2360.651408,0.505321,win,10.9813,2.0
ETH/USDT,long,2026-04-13 22:51:00+00:00,2026-04-13 23:20:00+00:00,2345.56,2338.322242,2360.035516,2360.035516,0.766201,win,11.0912,2.0
ETH/USDT,long,2026-04-13 23:11:00+00:00,2026-04-13 23:27:00+00:00,2352.94,2343.561194,2371.697612,2371.697612,0.591288,win,11.0912,2.0
ETH/USDT,long,2026-04-13 23:21:00+00:00,2026-04-13 23:27:00+00:00,2356.74,2348.910124,2372.399752,2372.399752,0.722353,win,11.3119,2.0
ETH/USDT,long,2026-04-13 23:31:00+00:00,2026-04-14 05:13:00+00:00,2387.91,2356.218662,2451.292676,2356.218662,0.182004,loss,-5.768,-1.0
ETH/USDT,short,2026-04-13 23:50:00+00:00,2026-04-14 00:06:00+00:00,2373.88,2376.945294,2367.749412,2367.749412,1.881697,win,11.5359,2.0
ETH/USDT,long,2026-04-14 00:17:00+00:00,2026-04-14 00:34:00+00:00,2367.46,2363.807144,2374.765712,2363.807144,1.594816,loss,-5.8256,-1.0
ETH/USDT,long,2026-04-14 00:42:00+00:00,2026-04-14 00:53:00+00:00,2368.66,2362.357434,2381.265132,2362.357434,0.919706,loss,-5.7965,-1.0
ETH/USDT,long,2026-04-14 03:08:00+00:00,2026-04-14 03:17:00+00:00,2368.53,2365.466812,2374.656376,2365.466812,1.88285,loss,-5.7675,-1.0
ETH/USDT,long,2026-04-14 03:33:00+00:00,2026-04-14 05:00:00+00:00,2365.74,2362.487408,2372.245184,2362.487408,1.764342,loss,-5.7387,-1.0
ETH/USDT,long,2026-04-14 06:02:00+00:00,2026-04-14 06:49:00+00:00,2359.62,2354.548996,2369.762008,2369.762008,1.120321,win,11.3623,2.0
ETH/USDT,long,2026-04-14 08:39:00+00:00,2026-04-14 10:40:00+00:00,2388.96,2378.014302,2410.851396,2378.014302,0.524221,loss,-5.738,-1.0
ETH/USDT,long,2026-04-14 09:41:00+00:00,2026-04-14 09:53:00+00:00,2390.99,2385.57279,2401.82442,2385.57279,1.069346,loss,-5.7929,-1.0
ETH/USDT,short,2026-04-14 10:40:00+00:00,2026-04-14 10:46:00+00:00,2381.08,2384.386782,2374.466436,2374.466436,1.743056,win,11.5278,2.0
ETH/USDT,long,2026-04-14 11:52:00+00:00,2026-04-14 12:13:00+00:00,2373.9,2370.505804,2380.688392,2370.505804,1.706694,loss,-5.7929,-1.0
ETH/USDT,short,2026-04-14 12:18:00+00:00,2026-04-14 13:02:00+00:00,2372.09,2376.02511,2364.21978,2376.02511,1.464734,loss,-5.7639,-1.0
ETH/USDT,short,2026-04-14 12:48:00+00:00,2026-04-14 13:01:00+00:00,2370.98,2373.87468,2365.19064,2373.87468,1.991201,loss,-5.7639,-1.0
ETH/USDT,short,2026-04-14 14:11:00+00:00,2026-04-14 14:21:00+00:00,2381.03,2383.966698,2375.156604,2383.966698,1.943084,loss,-5.7063,-1.0
ETH/USDT,long,2026-04-14 14:28:00+00:00,2026-04-14 14:33:00+00:00,2389.98,2384.313042,2401.313916,2384.313042,1.001899,loss,-5.6777,-1.0
ETH/USDT,short,2026-04-14 14:39:00+00:00,2026-04-14 14:47:00+00:00,2384.07,2391.058116,2370.093768,2370.093768,0.80842,win,11.2987,2.0
ETH/USDT,short,2026-04-14 15:24:00+00:00,2026-04-14 15:28:00+00:00,2345.08,2351.750256,2331.739488,2351.750256,0.855413,loss,-5.7058,-1.0
ETH/USDT,long,2026-04-14 15:52:00+00:00,2026-04-14 16:12:00+00:00,2368.6,2361.407624,2382.984752,2361.407624,0.789349,loss,-5.6773,-1.0
ETH/USDT,short,2026-04-14 16:01:00+00:00,2026-04-14 16:03:00+00:00,2363.61,2367.363378,2356.103244,2367.363378,1.512583,loss,-5.6773,-1.0
ETH/USDT,short,2026-04-14 16:22:00+00:00,2026-04-14 16:28:00+00:00,2354.58,2359.37178,2344.99644,2359.37178,1.172951,loss,-5.6205,-1.0
ETH/USDT,short,2026-04-14 16:53:00+00:00,2026-04-14 17:01:00+00:00,2343.11,2347.799466,2333.731068,2333.731068,1.192549,win,11.1848,2.0
ETH/USDT,short,2026-04-14 16:56:00+00:00,2026-04-14 17:21:00+00:00,2338.16,2342.278362,2329.923276,2342.278362,1.357923,loss,-5.5924,-1.0
